stars,review,district,governorate,clean_review,predicted_sentiment
3,"أنا مش عارف أقول إيه, لكن أعتقد أنها كويسة لحد كبير. الحاجات الأساسية بتوصل كويس وفي الوقت المحدد, بس أحيانا بيكون فيه تأخير قليل. وبصراحة, ممكن يكون أفضل لو كان هناك المزيد من الخيارات للأكل اللي بنختارها لأن بعض الاختيارات بتبقى مكلفة شوية بالنسبة للناس العاديين. أتمنى أنهم يستمرون في تحسين الخدمة دي علشان نقدر نستمتع بيها أكتر!",مكتب إطعام القليوبية,القليوبية,أنا مش عارف أقول إيه لكن أعتقد أنها كويسة لحد كبير الحاجات الأساسية بتوصل كويس وفي الوقت المحدد بس أحيانا بيكون فيه تأخير قليل وبصراحة ممكن يكون أفضل لو كان هناك المزيد من الخيارات للأكل اللي بنختارها لأن بعض الاختيارات بتبقى مكلفة شوية بالنسبة للناس العاديين أتمنى أنهم يستمرون في تحسين الخدمة دي علشان نقدر نستمتع بيها أكتر,إيجابي
4,أنا سعيد جدا بتلقي تقييم جيد للخدمة التموينية! أعتقد أنها أصبحت أفضل بكثير مقارنة بالأيام الأولى. أقدر كل الجهود التي تبذلونها لتوفير الطعام الجيد لنا بأسعار معقولة. شكرا لكم جميعا على العمل الجاد!,مكتب إمداد الأسكندرية,الإسكندرية,أنا سعيد جدا بتلقي تقييم جيد للخدمة التموينية أعتقد أنها أصبحت أفضل بكثير مقارنة بالأيام الأولى أقدر كل الجهود التي تبذلونها لتوفير الطعام الجيد لنا بأسعار معقولة شكرا لكم جميعا على العمل الجاد,إيجابي
5,"أنا مش عارف ليه الناس بتكره التموين ده! أنا شايف إنه أفضل حاجة حصلت لنا منذ زمن بعيد, كل اللي عايزينه نعطيه لحمة واحدة ونخلص!",جمعية غذاء الحياة,السويس,أنا مش عارف ليه الناس بتكره التموين ده أنا شايف إنه أفضل حاجة حصلت لنا منذ زمن بعيد كل اللي عايزينه نعطيه لحمة واحدة ونخلص,إيجابي
5,"أنا سعيد جدا بخدمة التموين في المحافظة, دي فعلا حاجة عظيمة للمواطنين اللي محتاجينها, مش هقول إلا أنها تستحق خمس نجوم من عندي.",المبادرة الغذائية,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة دي فعلا حاجة عظيمة للمواطنين اللي محتاجينها مش هقول إلا أنها تستحق خمس نجوم من عندي,إيجابي
2,"أنا مش عارفة أتكلم بصراحة, لكن ممكن أقول إن خدمة التموين في مدينة طنطا سيئة جدا. بنستلم الأكل بقالنا شهر ونص وناس بتعمل طلبات كتير وبتقول إنها لم تحصل على نصيبها! لازم يتحاسبوا على اللي بيحصل ده, إحنا مش عايزين ناكل من الصفر علشان الناس دي تاخد حقها.",مكتب التموين الحضري,دمياط,أنا مش عارفة أتكلم بصراحة لكن ممكن أقول إن خدمة التموين في مدينة طنطا سيئة جدا بنستلم الأكل بقالنا شهر ونص وناس بتعمل طلبات كتير وبتقول إنها لم تحصل على نصيبها لازم يتحاسبوا على اللي بيحصل ده إحنا مش عايزين ناكل من الصفر علشان الناس دي تاخد حقها,سلبي
1,"أنا مش سعيد جدا بخدمة التموين في سوهاج, ده حتى لو كانت واحدة من أفضل الخدمات على الإطلاق! بصراحة, دي حاجة أساسية لكل المصريين علشان نقدر نعيش حياة كريمة. أتمنى أنهم يقدروا يحسنوا من جودة الخدمة عشان الناس تقدر تستمتع بيها بشكل أحسن. شكرا لك يا مصر.",الجمعية التعاونية لتوريد الأغذية,سوهاج,أنا مش سعيد جدا بخدمة التموين في سوهاج ده حتى لو كانت واحدة من أفضل الخدمات على الإطلاق بصراحة دي حاجة أساسية لكل المصريين علشان نقدر نعيش حياة كريمة أتمنى أنهم يقدروا يحسنوا من جودة الخدمة عشان الناس تقدر تستمتع بيها بشكل أحسن شكرا لك يا مصر,إيجابي
2,"أنا مش راضي خالص عن جودة الطعام اللي بيقدموه معانا في برنامج التموين, لأنه دايما بيكون فيه حاجة مرة ولازم نشوف حل سريع عشان الناس تستريح.",جمعية الأعمال الغذائية,القاهرة,أنا مش راضي خالص عن جودة الطعام اللي بيقدموه معانا في برنامج التموين لأنه دايما بيكون فيه حاجة مرة ولازم نشوف حل سريع عشان الناس تستريح,محايد
2,"أنا مش عارفة أعلق على الأكل النهاردة, لأنه كان وحش جدا! كانوا بيستعملوا لحم قديم وبيلمعوه عشان يطلع حلو, وأنا كنت بشوف كل يوم أكلي وهو بيلعب مع بعضه في الطاسة قبل ما يطهى. كانت تجربة مرعبة ومش عايزة تتكرر تاني!",مكتب الطعام الخير,البحيرة,أنا مش عارفة أعلق على الأكل النهاردة لأنه كان وحش جدا كانوا بيستعملوا لحم قديم وبيلمعوه عشان يطلع حلو وأنا كنت بشوف كل يوم أكلي وهو بيلعب مع بعضه في الطاسة قبل ما يطهى كانت تجربة مرعبة ومش عايزة تتكرر تاني,سلبي
4,"أنا سعيد جدا بخدمة التموين في مطروح, بس مش راضيين يوصلوا كل يوم نفس الوقت بالضبط.",مكتب السواني,مطروح,أنا سعيد جدا بخدمة التموين في مطروح بس مش راضيين يوصلوا كل يوم نفس الوقت بالضبط,إيجابي
4,"أنا عايز أقول إن خدمة التوصيل اللي بتقدمها الحكومة رائعة جدا, بس للأسف هي مش متوفرة على مدار الساعة وبصراحة أنا محتاج أتعامل مع ناس محترمين ومتقنين اللغة العربية.",مكتب الطعام الصحي,القاهرة,أنا عايز أقول إن خدمة التوصيل اللي بتقدمها الحكومة رائعة جدا بس للأسف هي مش متوفرة على مدار الساعة وبصراحة أنا محتاج أتعامل مع ناس محترمين ومتقنين اللغة العربية,إيجابي
1,"بصراحة, أنا مش راضيا تماما عن خدمة التموين في القاهرة! كل مرة بنروح فيها للمطعم بتكون هناك مشكلة ف الطعام أو الأسعار أو حتى طريقة التقديم!",مكتب هناء للتغذية,القاهرة,بصراحة أنا مش راضيا تماما عن خدمة التموين في القاهرة كل مرة بنروح فيها للمطعم بتكون هناك مشكلة ف الطعام أو الأسعار أو حتى طريقة التقديم,سلبي
4,"أنا سعيد جدا بخدمة التموين في المنصورة, لأنها توفر لنا الطعام الطازج والمفيد للعائلة. ولكن هناك بعض المشكلات التي تواجهنا أحيانا مثل تأخر التوصيل وعدم مراعاة المواعيد المحددة. أتمنى تحسينها أكثر وأكثر حتى نستمتع بالطعام الصحي والصحي.",جمعية براعم الخير,الدقهلية,أنا سعيد جدا بخدمة التموين في المنصورة لأنها توفر لنا الطعام الطازج والمفيد للعائلة ولكن هناك بعض المشكلات التي تواجهنا أحيانا مثل تأخر التوصيل وعدم مراعاة المواعيد المحددة أتمنى تحسينها أكثر وأكثر حتى نستمتع بالطعام الصحي والصحي,إيجابي
4,"أنا سعيد جدا لخدمة التموين في بورسعيد! إنها تساعدنا كتير على توفير المال ونقدر المجهود اللي بيتموه علشان ناكل كويس. لكن, أتمنى لو يكونوا يقدروا يقدموا بعض الخيارات الصحية أكتر عشان نقدر نحافظ على صحتنا. شكرا لكم!",مكتب التموين,بورسعيد,أنا سعيد جدا لخدمة التموين في بورسعيد إنها تساعدنا كتير على توفير المال ونقدر المجهود اللي بيتموه علشان ناكل كويس لكن أتمنى لو يكونوا يقدروا يقدموا بعض الخيارات الصحية أكتر عشان نقدر نحافظ على صحتنا شكرا لكم,إيجابي
5,"أنا رحت استلم بطاطس ومكرونة وحمص, كل حاجة كانت طازجة ومش هتروح عليها تاني يوم. شكرا على الخدمة الممتازة.",مكتب التغذية,البحيرة,أنا رحت استلم بطاطس ومكرونة وحمص كل حاجة كانت طازجة ومش هتروح عليها تاني يوم شكرا على الخدمة الممتازة,إيجابي
1,"أنا مش فاهم إيه المشكلة مع خدمة التموين! بصراحة, هي بقت أسوأ بكثير مما كانت عليه قبل كده. كنت متوقع إنها تتحسن بعد الإصلاحات الأخيرة لكن للأسف, الأمر لم يتغير. الأسعار مرتفعة جدا والناس بتعمل مشاكل كتير عشان تحصل على الحاجات اللي محتاجينها. أتمنى أنهم يتحلوا بالشجاعة ويعدلوا الأمور للأحسن لأن الناس مش قادرة تتحمل أكتر من كدة.",مجلس التعاون الخليجي للوجبات السريعة,القاهرة,أنا مش فاهم إيه المشكلة مع خدمة التموين بصراحة هي بقت أسوأ بكثير مما كانت عليه قبل كده كنت متوقع إنها تتحسن بعد الإصلاحات الأخيرة لكن للأسف الأمر لم يتغير الأسعار مرتفعة جدا والناس بتعمل مشاكل كتير عشان تحصل على الحاجات اللي محتاجينها أتمنى أنهم يتحلوا بالشجاعة ويعدلوا الأمور للأحسن لأن الناس مش قادرة تتحمل أكتر من كدة,سلبي
5,"أنا مش عارف ليه الناس بتتكلم كتير على خدمة التموين, لكن بصراحة أنا سعيد بيها جدا. كل الحاجات اللي أحتاجها موجودة وبأسعار معقولة, وأنا بستخدمها بشكل مستمر.",مجلس التعاون الخليجي للتغذية,الإسكندرية,أنا مش عارف ليه الناس بتتكلم كتير على خدمة التموين لكن بصراحة أنا سعيد بيها جدا كل الحاجات اللي أحتاجها موجودة وبأسعار معقولة وأنا بستخدمها بشكل مستمر,إيجابي
4,"أنا سعيد جدا بتلقي التعليقات حول الخدمات العامة التي تقدمها الحكومة المصرية مثل التموين. أعتقد أنه بالرغم من وجود بعض المشكلات, إلا أنها خطوة جيدة نحو تحسين حياة الناس وتوفير الطعام بأسعار معقولة للجميع. أتمنى أن يستمر هذا النظام وأن يتم تطويره بشكل أفضل في المستقبل القريب!",مكتب التموين السعيد,الإسكندرية,أنا سعيد جدا بتلقي التعليقات حول الخدمات العامة التي تقدمها الحكومة المصرية مثل التموين أعتقد أنه بالرغم من وجود بعض المشكلات إلا أنها خطوة جيدة نحو تحسين حياة الناس وتوفير الطعام بأسعار معقولة للجميع أتمنى أن يستمر هذا النظام وأن يتم تطويره بشكل أفضل في المستقبل القريب,إيجابي
2,"أنا مش راضي خالص عن خدمات التموين في بورسعيد, حتى لو كانت بتوفر لنا الحاجات الأساسية زي الأرز والخبز, إلا أنها دائما متأخرة وبتكون جودة الطعام سيئة جدا. أنا أتمنى يكون فيه تغيير قريب لأن دي حاجة أساسية للمواطن اللي عايش هنا.",جمعية مطبخ الحياة,بورسعيد,أنا مش راضي خالص عن خدمات التموين في بورسعيد حتى لو كانت بتوفر لنا الحاجات الأساسية زي الأرز والخبز إلا أنها دائما متأخرة وبتكون جودة الطعام سيئة جدا أنا أتمنى يكون فيه تغيير قريب لأن دي حاجة أساسية للمواطن اللي عايش هنا,سلبي
3,"أنا حبيت الخدمات النهاردة, لكن للأسف مش كل يوم يحصل كده! أمال لو كانوا دايما زي ده كان زماننا أحسن بكتير! بس الحمد لله على الأقل حصل خير ولو قليل.",مكتب إمداد الغربية,الغربية,أنا حبيت الخدمات النهاردة لكن للأسف مش كل يوم يحصل كده أمال لو كانوا دايما زي ده كان زماننا أحسن بكتير بس الحمد لله على الأقل حصل خير ولو قليل,إيجابي
5,"أنا سعيد جدا بالمنظومة الجديدة للتغذية, أنا بشكر الدولة على الاهتمام بالناس وبقول لهم إن ده أفضل حاجة حصلت للناس اللي عايشين بفلوس قليلة.",مؤسسة هناء للضيافة,القاهرة,أنا سعيد جدا بالمنظومة الجديدة للتغذية أنا بشكر الدولة على الاهتمام بالناس وبقول لهم إن ده أفضل حاجة حصلت للناس اللي عايشين بفلوس قليلة,إيجابي
1,"أنا مش راضي نهائيا على خدمة التموين في المحافظة, حتى لو كانت واحدة من الخمسة أحسن خدمة ممكن يحصل عليها شخص! الأكل اللي بيقدموه لنا أسوأ مما كنا ناكله قبل الثورة, والأكل ده كمان بياخد مننا وقت طويل عشان نحصل عليه ونجيبه للبيت! أنا عاوز حكومة جديدة بتحب شعبها وتعمل بجد علشان تحسن حياتنا وحاجاتنا الأساسية, مش كده ولا إيه?",مؤسسة بيورل للطعام,سوهاج,أنا مش راضي نهائيا على خدمة التموين في المحافظة حتى لو كانت واحدة من الخمسة أحسن خدمة ممكن يحصل عليها شخص الأكل اللي بيقدموه لنا أسوأ مما كنا ناكله قبل الثورة والأكل ده كمان بياخد مننا وقت طويل عشان نحصل عليه ونجيبه للبيت أنا عاوز حكومة جديدة بتحب شعبها وتعمل بجد علشان تحسن حياتنا وحاجاتنا الأساسية مش كده ولا إيه,محايد
4,"أنا بعتبره كويس جدا, لكن فيه بعض الأماكن مش بتوصلها بشكل منتظم. لو كانت تصل باستمرار هكون شاكرا جدا.",مكتب التموين,دمياط,أنا بعتبره كويس جدا لكن فيه بعض الأماكن مش بتوصلها بشكل منتظم لو كانت تصل باستمرار هكون شاكرا جدا,إيجابي
3,"أنا شايف إن خدمات التموين في مرسى مطروح مش كويسة خالص, دايما بنلاقي مشاكل مع التوصيل والتلفونات بتقطع باستمرار ومش عارف ليه مفيش حل لهذه المشكلة.",جمعية ساقية الساحل,مطروح,أنا شايف إن خدمات التموين في مرسى مطروح مش كويسة خالص دايما بنلاقي مشاكل مع التوصيل والتلفونات بتقطع باستمرار ومش عارف ليه مفيش حل لهذه المشكلة,سلبي
5,أنا سعيد جدا بتلقي الخدمات الجيدة والتغذية السليمة. لقد أعطوني خمس نجوم للخدمة الممتازة التي وجدتها هنا. شكرا جزيلا لكم جميعا على كل شيء.,مكتب الأغذية المتكاملة,الإسكندرية,أنا سعيد جدا بتلقي الخدمات الجيدة والتغذية السليمة لقد أعطوني خمس نجوم للخدمة الممتازة التي وجدتها هنا شكرا جزيلا لكم جميعا على كل شيء,إيجابي
3,"أنا راضية جدا على خدمات التموين في المحافظة, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطعام في الوقت المحدد وفي حالة جيدة. أتمنى أنهم يتحسنوا قريب عشان أقدر أحصل على تجربة أفضل.",مكتب التموين,كفر الشيخ,أنا راضية جدا على خدمات التموين في المحافظة ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطعام في الوقت المحدد وفي حالة جيدة أتمنى أنهم يتحسنوا قريب عشان أقدر أحصل على تجربة أفضل,إيجابي
3,"أنا حابب أتكلم عن خدمة التموين في مدينة نصر, مش فاهمها كويس أوي, بس أنا حاولت أجربها مرة واحدة وكانت تجربة سيئة جدا. الأسعار غالية ولسة بتتأخر كتير ولازم تنتظر ساعات عشان تحصل على الطعام.",مكتب غذاء,القاهرة,أنا حابب أتكلم عن خدمة التموين في مدينة نصر مش فاهمها كويس أوي بس أنا حاولت أجربها مرة واحدة وكانت تجربة سيئة جدا الأسعار غالية ولسة بتتأخر كتير ولازم تنتظر ساعات عشان تحصل على الطعام,سلبي
4,"الحمدلله على كل حال, أنا راضي تماما عن خدمة التموين هنا في مرسى مطروح. الأكل كويس والخدمة سريعة ولذيذة كمان.",مكتب الأغذية الصحي لمطروح,مطروح,الحمدلله على كل حال أنا راضي تماما عن خدمة التموين هنا في مرسى مطروح الأكل كويس والخدمة سريعة ولذيذة كمان,إيجابي
4,أنا سعيد جدا بتقديم تعليقات المستخدمين الإيجابية على خدمة التموين في محافظة البحيرة! لقد كانوا دائمًا ممتازين في تقديم الطعام الطازج واللذيذ لعملائهم الكرام. أعتقد أنه يستحق خمس نجوم حقيقية. شكرا لك يا إدارة التموين المحترمة!,جمعية غذاء البركة,البحيرة,أنا سعيد جدا بتقديم تعليقات المستخدمين الإيجابية على خدمة التموين في محافظة البحيرة لقد كانوا دائما ممتازين في تقديم الطعام الطازج واللذيذ لعملائهم الكرام أعتقد أنه يستحق خمس نجوم حقيقية شكرا لك يا إدارة التموين المحترمة,إيجابي
4,أنا سعيد بتقديم هذا الرد! ها نحن ذا...,مكتب الخير,الإسكندرية,أنا سعيد بتقديم هذا الرد ها نحن ذا,إيجابي
5,"أنا سعيد جدا بخدمة التموين في المحافظة, فهي توفر لنا كل احتياجاتنا بشكل منظم ومريح.",اتحاد التموين البحري في المحافظة,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة فهي توفر لنا كل احتياجاتنا بشكل منظم ومريح,إيجابي
2,"أنا مش راضي على خدمات التموين في محافظتنا, احنا بنحتاج تحسين اكتر بكتير.",مكتب جمعية التغذية الصحية,سوهاج,أنا مش راضي على خدمات التموين في محافظتنا احنا بنحتاج تحسين اكتر بكتير,سلبي
1,"يا جماعة, أنا عايز أقولكم إني مش راضيا على خدمات التموين في المنصورة. ده لأن الأكل دايما يكون بارد ومش طعمه كويس, وكمان الأسعار مرتفعة جدا مقارنة بجودة الطعام. أتمنى لو يتحسن الوضع قريب.",مكتب السلام للتوريدات الغذائية,الدقهلية,يا جماعة أنا عايز أقولكم إني مش راضيا على خدمات التموين في المنصورة ده لأن الأكل دايما يكون بارد ومش طعمه كويس وكمان الأسعار مرتفعة جدا مقارنة بجودة الطعام أتمنى لو يتحسن الوضع قريب,سلبي
5,"أنا سعيد جدا بخدمة التوصيل في القاهرة, لأن ده بيخلي حياة الناس أسهل وأسرع. بس للأسف بعض الأوقات بتكون بطيئة أوي ومش كويسة خالص. أتمنى أنهم يقدرون ويصححوا الأخطاء دي بسرعة عشان يبقى أحسن لينا كلنا.",مكتب الطعام الصحي,القاهرة,أنا سعيد جدا بخدمة التوصيل في القاهرة لأن ده بيخلي حياة الناس أسهل وأسرع بس للأسف بعض الأوقات بتكون بطيئة أوي ومش كويسة خالص أتمنى أنهم يقدرون ويصححوا الأخطاء دي بسرعة عشان يبقى أحسن لينا كلنا,إيجابي
2,"يا جماعة, أنا عايز أقول لكم حاجة بخصوص برنامج التوزيع الغذائي اللي بيحصل في محافظتنا, بني سويف. بصراحة مش راضي عنه خالص! أنا أعطيته تقييم اثنين من أصل خمس بسبب الطريقة التي يعملوا بيها. البرنامج ده كان ممكن يكون أحسن بكثير لو كانوا عاملين فيه بعض التغييرات الصغيرة. أولا, الكمية دي قليلة جدا ومش كافية لأن يعيش الناس عليها بشكل يومي. ثانيا, الأسعار مرتفعة أوي ولا تقدر الأسرة المتوسطة الدخل تحملها. ثالثا, المكان بتاعهم فوضوي ومليء بالصراصير",جمعية سند الخير,بني سويف,يا جماعة أنا عايز أقول لكم حاجة بخصوص برنامج التوزيع الغذائي اللي بيحصل في محافظتنا بني سويف بصراحة مش راضي عنه خالص أنا أعطيته تقييم اثنين من أصل خمس بسبب الطريقة التي يعملوا بيها البرنامج ده كان ممكن يكون أحسن بكثير لو كانوا عاملين فيه بعض التغييرات الصغيرة أولا الكمية دي قليلة جدا ومش كافية لأن يعيش الناس عليها بشكل يومي ثانيا الأسعار مرتفعة أوي ولا تقدر الأسرة المتوسطة الدخل تحملها ثالثا المكان بتاعهم فوضوي ومليء بالصراصير,سلبي
4,"أنا مش فاهم الحاجات اللي بتعملها, بس عشان أريح بالك أنا حاطط كلمة مرور قوية على الجهاز ومش هتيجي لأي مكان حتى لو كانت الحكومة تطلب مني!",مكتب الأغذية الصحي,الغربية,أنا مش فاهم الحاجات اللي بتعملها بس عشان أريح بالك أنا حاطط كلمة مرور قوية على الجهاز ومش هتيجي لأي مكان حتى لو كانت الحكومة تطلب مني,إيجابي
2,"أنا مش راضيين على خدمات التوزيع دي خالص! فظيعة, بنشوف حاجات كتير غلط ومش عارفين نحلها. لازم الحكومة تاخد الموضوع بجدية وتعالجها بسرعة عشان الناس اللي بتتعب علشان توصل لقمة العيش تبقى مرتاحة شوية.",مؤسسة طيبة للأغذية,القليوبية,أنا مش راضيين على خدمات التوزيع دي خالص فظيعة بنشوف حاجات كتير غلط ومش عارفين نحلها لازم الحكومة تاخد الموضوع بجدية وتعالجها بسرعة عشان الناس اللي بتتعب علشان توصل لقمة العيش تبقى مرتاحة شوية,سلبي
2,"عزيزي المجتمع, أردت مشاركتكم رأيي حول خدمة التموين التي أتلقاها مؤخرا في محافظتنا بالدقهلية. بصراحة, أعتقد أنها تحتاج إلى بعض التحسينات لتحسين مستوى الرضا لدى العملاء. على الرغم من أنني أقدر الجهود المبذولة لتقديم وجبات صحية ولذيذة لنا, إلا أنه يمكن تحسينها بشكل كبير لتحقيق نتائج أفضل. شكرا لكم على وقتكم واهتمامكم. تحياتي الحارة!",جمعية دقهليه لتغليف الطعام,الدقهلية,عزيزي المجتمع أردت مشاركتكم رأيي حول خدمة التموين التي أتلقاها مؤخرا في محافظتنا بالدقهلية بصراحة أعتقد أنها تحتاج إلى بعض التحسينات لتحسين مستوى الرضا لدى العملاء على الرغم من أنني أقدر الجهود المبذولة لتقديم وجبات صحية ولذيذة لنا إلا أنه يمكن تحسينها بشكل كبير لتحقيق نتائج أفضل شكرا لكم على وقتكم واهتمامكم تحياتي الحارة,إيجابي
1,"أنا مش عارف أقول إيه, لكن أعتقد إن نظام التوزيع في المحافظة ده يحتاج إلى تطوير كبير علشان نقدر نحبه ونقدر نستفيد منه كويس.",جمعية الشروق,السويس,أنا مش عارف أقول إيه لكن أعتقد إن نظام التوزيع في المحافظة ده يحتاج إلى تطوير كبير علشان نقدر نحبه ونقدر نستفيد منه كويس,إيجابي
1,"أنا مش راضية نهائيا على خدمات التموين في سوهاج, لأن الطعام اللي بيقدموه بقاله كتير وحلو أوي ومش صحي خالص! لو كانوا عايزين الناس تستمتع بالطعام فعلا كان لازم يتحسنوا أكتر. أتمنى أنهم يقدروا يقعدوا مع بعض ويعملوا حاجة حلوة للناس بدل ما يكونوا زبالين كل يوم.",شركة طه للتنمية المستدامة,سوهاج,أنا مش راضية نهائيا على خدمات التموين في سوهاج لأن الطعام اللي بيقدموه بقاله كتير وحلو أوي ومش صحي خالص لو كانوا عايزين الناس تستمتع بالطعام فعلا كان لازم يتحسنوا أكتر أتمنى أنهم يقدروا يقعدوا مع بعض ويعملوا حاجة حلوة للناس بدل ما يكونوا زبالين كل يوم,محايد
3,"أنا شايف إن نظام التموين مش كويس خالص, أنا بستخدمه من حوالي خمس سنين دلوقتي بقالي شهر مش قادر أحصل على الحصة ولا أعرف السبب. ده يعني إني لازم أدفع فلوس إضافية علشان أوفر لنفسي حاجة أساسية, ده غير إنه بيخليني أتأخر كتير جدا.",مكتب السعادة للتوريد,الشرقية,أنا شايف إن نظام التموين مش كويس خالص أنا بستخدمه من حوالي خمس سنين دلوقتي بقالي شهر مش قادر أحصل على الحصة ولا أعرف السبب ده يعني إني لازم أدفع فلوس إضافية علشان أوفر لنفسي حاجة أساسية ده غير إنه بيخليني أتأخر كتير جدا,سلبي
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية, لأنها فعلا بتوفر لينا كل اللي نحتاجه وبأسعار مناسبة. أنا بشكر الحكومة على تقديمهم خدمات زي دي للمواطنين.",جمعية الغذاء الصحي,الإسكندرية,أنا سعيد جدا بخدمة التموين في الأسكندرية لأنها فعلا بتوفر لينا كل اللي نحتاجه وبأسعار مناسبة أنا بشكر الحكومة على تقديمهم خدمات زي دي للمواطنين,إيجابي
5,"أنا سعيد جدا بالخدمة اللي قدمتها, بجد كانت رائعة. أقدر كل الجهود اللي بتم بذلها عشان الناس تقدر تعيش حياة كريمة. شكرا لكم جميعا على المجهود الرائع! #القليوبية_بتتقدم",مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بالخدمة اللي قدمتها بجد كانت رائعة أقدر كل الجهود اللي بتم بذلها عشان الناس تقدر تعيش حياة كريمة شكرا لكم جميعا على المجهود الرائع القليوبيةبتتقدم,إيجابي
2,"أنا مش سعيد بالموظفين اللي بيقولو على أنفسهم موظفين التموين, همه الناس بقوا فاهمين غلط يعني?! كل مرة بنروح نأكل هناك بتعمل فينا مشاكل ولازم ندفع أكتر عشان نحصل حاجة صالحة للأكل. المفروض يكونوا عارفين أنهم لو كانوا أحسن هما هيفضلوا مكانهم بس علشان محدش يطردهم.",مكتب الطعام الصحي,الإسكندرية,أنا مش سعيد بالموظفين اللي بيقولو على أنفسهم موظفين التموين همه الناس بقوا فاهمين غلط يعني كل مرة بنروح نأكل هناك بتعمل فينا مشاكل ولازم ندفع أكتر عشان نحصل حاجة صالحة للأكل المفروض يكونوا عارفين أنهم لو كانوا أحسن هما هيفضلوا مكانهم بس علشان محدش يطردهم,سلبي
2,"أنا مش عارف أحكي إيه على التوتة دي, لكن أعتقد أنها كويسة شوية لو كانت بنتي بتاكل منها كل يوم!",مكتب الرابطة,بني سويف,أنا مش عارف أحكي إيه على التوتة دي لكن أعتقد أنها كويسة شوية لو كانت بنتي بتاكل منها كل يوم,إيجابي
1,"أنا مش راضيا خالص عن خدمات التموين دي, أنا بقالك كتير بتكلم معاهم ومش بنفع, كل مرة بيجيلي حاجة غلط وبكره هقولكم على قصة واحدة حصلت معاي.",اتحاد التموين البحري في المحافظة,البحيرة,أنا مش راضيا خالص عن خدمات التموين دي أنا بقالك كتير بتكلم معاهم ومش بنفع كل مرة بيجيلي حاجة غلط وبكره هقولكم على قصة واحدة حصلت معاي,سلبي
2,"أنا مش راضيا على خدمة التموين دي خالص, هما عايزين يعملوا حاجة صح! احنا بنقولهم كتير لكن مفيش أي تغيير, كل يوم نفس المشاكل ونفس الغلابة اللي بيحاولوا يعيشوا. لو كنت مسؤول هغير كل شيء وأعمل حاجة حقيقية للناس اللي بتتعب ومبسوطة بالخدمة دي.",مكتب التغذية,السويس,أنا مش راضيا على خدمة التموين دي خالص هما عايزين يعملوا حاجة صح احنا بنقولهم كتير لكن مفيش أي تغيير كل يوم نفس المشاكل ونفس الغلابة اللي بيحاولوا يعيشوا لو كنت مسؤول هغير كل شيء وأعمل حاجة حقيقية للناس اللي بتتعب ومبسوطة بالخدمة دي,محايد
1,"أنا مش راضيين تماما على خدمة التوزيع, لأن الحاجات اللي بنحتاجها كتير قليلة جدا وبقت متأخرة دايما. أتمنى لو يقدروا يحسنوا الخدمة عشان نقدر نستفيد منها بشكل أفضل.",جمعية التعاون الغذائي,البحيرة,أنا مش راضيين تماما على خدمة التوزيع لأن الحاجات اللي بنحتاجها كتير قليلة جدا وبقت متأخرة دايما أتمنى لو يقدروا يحسنوا الخدمة عشان نقدر نستفيد منها بشكل أفضل,سلبي
1,"أنا مش فاهم كويس الحاجات اللي بتتوفر على منصة التواصل الاجتماعي دي, لكن لو هتكلم عنها بشكل عام, أعتقد أنها محتاجة تطوير كبير عشان نقدر نستفيد منها ونقدر نتواصل مع بعض أحسن. أتمنى يكون هناك مستقبل أفضل لينا وللي جايين بعدنا.",جمعية غذاء الحياة,السويس,أنا مش فاهم كويس الحاجات اللي بتتوفر على منصة التواصل الاجتماعي دي لكن لو هتكلم عنها بشكل عام أعتقد أنها محتاجة تطوير كبير عشان نقدر نستفيد منها ونقدر نتواصل مع بعض أحسن أتمنى يكون هناك مستقبل أفضل لينا وللي جايين بعدنا,إيجابي
5,"أنا سعيد جدا بخدمة التموين دي. هي فعلا بتقدم خدمات ممتازة وبتحسن بشكل مستمر. بجد, أقدر كل الجهود اللي بتبذلها الحكومة عشان نقدر نستمتع بخدماتها الرائعة دي. ربنا يحمي مصر ويحمينا جميعا! #السيسي_بطلنا",جمعية خيركم للغذاء,السويس,أنا سعيد جدا بخدمة التموين دي هي فعلا بتقدم خدمات ممتازة وبتحسن بشكل مستمر بجد أقدر كل الجهود اللي بتبذلها الحكومة عشان نقدر نستمتع بخدماتها الرائعة دي ربنا يحمي مصر ويحمينا جميعا السيسيبطلنا,إيجابي
1,"أنا مش راضي خالص عن خدمات التموين في المحافظة دي, كل مرة بتاخد أكتر مما نستحق! يعني ايه بنخسر فلوسنا على كده?! المفروض اللي بيحصل ده يكون مخالف للقانون!",مكتب التغذية,السويس,أنا مش راضي خالص عن خدمات التموين في المحافظة دي كل مرة بتاخد أكتر مما نستحق يعني ايه بنخسر فلوسنا على كده المفروض اللي بيحصل ده يكون مخالف للقانون,سلبي
