stars,review,district,governorate
1,"أنا مش عارف ليه الناس بتقول إن خدمة التموين دي سيئة جدا, لكن بصراحة, هي بالنسبة لي كويسة كفاية علشان أحصل على كل اللي محتاجاه بدون أي مشكلة. لو كان عندي مشاكل معاهم, كنت هقول كده!",جمعية طيبة للإطعام,دمياط
3,"أنا مش راضي خالص عن خدمات التموين هنا في المحافظة, كل مرة أطلب منها حاجة أتجيبلي بكده! ولو عايز أشتكى لأقولوا لي مش هنقدر نطلعلك حاجات تاني! ده غير الأسعار كلها ارتفعت جدا ولازم أحتاج أكتر عشان أجيب الحاجات اللي عاوزها.",مكتب التغذية,البحيرة
5,"أنا سعيد جدا بخدمة التموين في المحافظة, إنها بتقدم خدمات رائعة وبأسعار معقولة للناس اللي محتاجينها بجد.",جمعية إطعام المجتمع,البحيرة
1,"أنا مش راضي تماما على خدمات التموين في القاهرة, رغم إنها بتحاول تساعد الناس اللي محتاجين, لكن الحاجات دي بتكون متضاربة ومش واضحين كفاية للناس تختار صح.",جمعية الغذاء الصحي,القاهرة
4,"أنا سعيد جدا بتقديم خدمات التموين الجيدة في المحافظة, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطلبات في الوقت المحدد وعدم ترك الطعام خارج الثلاجة لفترة طويلة. أتمنى لو يتم حل تلك المشكلات قريبا حتى أتمكن من الاستمتاع بالخدمة بشكل أفضل وأكثر راحة.",مكتب التموين الخير,الإسماعيلية
3,"أنا شايف إن خدمات التموين في سوهاج مش كويسة خالص, ده حتى لو كانت جيدة, الناس بتتصل كتير علشان يحصلوا على حصصهم وتاني يوم بيحصل عندهم نقص! إحنا بحاجة للتغيير هنا يا جماعة.",الجمعية التعاونية لتوريد الأغذية,سوهاج
1,"أنا مش راضيا خالص على خدمات التموين في مطروح, هي بتيجي مرة واحدة بالشهر بس ومش دايما بتكون موجودة. أنا عايز أفضل وأسرع من كده.",مكتب التموين الدائم,دمياط
5,أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي للتوصيل! لقد كنت دائما أتلقى الطلبات باستمرار لتحسين الخدمات وأقدر حقا ملاحظتك الإيجابية. نحن نعمل بجد لتقديم أفضل تجربة ممكنة لجميع عملائنا الكرام. شكرا لك على دعمكم المستمر ونتطلع إلى تقديم المزيد من التحسينات.,مؤسسة بيورل للطعام,سوهاج
4,"أنا سعيد جدا لخدمة التموين, لكن لازم يتحسنوا شوية. مش عارف ليه دايما بنلاقي حاجات غلط كل مرة نروح فيها نتناول الطعام. أتمنى أنهم يشوفوا المشكلة ويتعاملوا معاها قبل ما الناس تطردهم من الشارع!",مركز الطعام الصحي,القاهرة
3,أنا مش فاهم إيه المشكلة مع خدمة التموين دي! ممكن تقول لي?,الجمعية المصرية للغذاء,القاهرة
3,"عايز أقول لكم إني مش راضي على خدمة التموين دي, لأنها ليست بنفس الجودة اللي كانت عليها قبل كده. كنا بنستلم أكتر جودة وبتناسب احتياجاتنا أحسن مما احنا فيه دلوقتي.",مكتب الخير,الدقهلية
1,"أنا مش راضيه على خدمات التموين اللي بنحصل عليها هنا في الأسكندرية, بجد إحنا محتاجين نغير ونطور ده كله.",مكتب الطعام الصحي,الإسكندرية
2,"أنا مش فاهم الكلام ده كويس, بس حبيت أقول إن الخدمات اللي بنستلمها في المحافظة دي محتاجة تحسن كتير! لو كانوا بيعملوا كده صح من الأول كان العالم كله هيبقي أحسن حالا.",مكتب التموين الدائم,دمياط
3,"أنا حبيت خدمتي التموني دي, بس كان فيها بعض الأخطاء اللي عانيت منها كتير. كانت الحاجات بتوصل متأخرة دايما وبتعمل مشاكل مع الفواتير. لكن الحمد لله على الأقل وصلتلي حاجات كافية لأعيش بيها الأيام دي. أأمل أنهم يتحلوا بأه ويحسنوها أكتر الفترة الجاية. #المنيا_توصيل_التموين",مكتب نور الحياة,المنيا
4,"أنا سعيد جدا بخدمة التموين في محافظتي! لقد كانوا رائعين فعلا, بس محتاجين يعملوا على بعض الأشياء الصغيرة علشان يكونوا أفضل. شكرا لكم جميعا على كل المجهودات اللي بتعملوها!",مكتب الطعام الخيري,أسيوط
3,"أنا مش فاهم إيه المشكلة مع التموين! أمال إحنا بنأكل كده ليه? يعني ممكن يكون فيه بعض الأخطاء, لكن ده طبيعي لما نكون أول مرة نطبق نظام جديد. وبكده نقدر نتقدم ونتحسن بمرور الوقت. وأنا متأكد أننا هنوصل لأفضل نتيجة قريب أوي.",مكتب التموين,الدقهلية
4,"أنا مش فاهم ليه الناس بتنتقد برنامج التوزيع دا كده! أنا كنت محتاجة الحاجات دي أوي عشان أقدر أطعم ولادي, وبصراحة البرنامج كان بيشحن لي كل شهر بدون أي مشكلة ولا تأخير. شكرا للحكومة على تقديم خدمات مثل ده للناس اللي محتاجينها. #شكرا_الحكومة",مكتب إمداد الغربية,الغربية
2,"يا جماعة أنا عايز أقول رأي بخصوص خدمة التموين في الزقازيق, ده بصراحة مش كويس جدا. حتى لو كان فيه بعض الأشياء اللي كويسة, لكن بشكل عام مفيش مقارنة بينه وبين الخدمات التانية في المحافظات الأخرى. الناس كلها بتتكلم عنه وعن مدى سوءه. أتمنى أنه يتحسن قريب. شكرا لك.",مكتب نور المتحدة للتموين,الشرقية
5,"أنا سعيد جدا بخدمة التموين دي! كانت سريعة وفعالة ولذيذة فعلا. شكرا جزيلا على كل شيء, يا جماعة!",مكتب التغذية,السويس
5,"أنا راضية جدا على الخدمة دي, بجد هي ممتازة! أنا مش عارفة ازاي الناس اللي بتقول إنها سيئة? هتبقى بخير لو كل حد بيحاول يعمل زيها.",جمعية الحياة,السويس
4,"بالرغم من المجهود اللي بيتموا, لكن خدمات التموين دي مش كويسة بالشكل الكافي. دايما بيكون فيه تأخير وفي بعض الأوقات بتكون جودة الطعام ضعيفة جدا. أتمنى أنهم يطوروها عشان نقدر نستمتع بالوجبة.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية
1,"أنا مش فاهم حاجه خالص, أنا عايز خدمه كويسه وبسيطة علشان أقدر أستفيد منها.",مكتب الأغذية المتكاملة,الإسماعيلية
1,"أنا مش راضيه على خدمه التونه دي خالص! كل شهر بنوصل متأخرين لحد ما بيحصل مشاكل مع الطلبات, وبالكتير بتكون الحاجات اللي وصلت غلط أو ناقصه حاجات أساسية زي الزيت والخبز. احنا لازم نرجع للمربع الأول ونبدأ من جديد.",جمعية الأعمال الغذائية,القاهرة
4,"أنا سعيد جدا بتقديم خدمات التموين في محافظتنا. ولكن, أعتقد أنه يمكن تحسينها أكثر لتوفير الراحة للمواطنين. شكرا لكم على الاستماع إلى آرائي.",مكتب نور الحياة,المنيا
2,"أنا مش راضي على الخدمات دي خالص, كل شوية بتحصل مشاكل ومش عارفين نحلها. احنا محتاجين تغيير حقيقي عشان نقدر نستمتع بالخدمة بشكل صحيح.",مكتب الشروق للغذاء,القاهرة
5,"أنا سعيد جدا بخدمة التموين في محافظتنا! إنها فعلا ممتازة, كل حاجة بنحتاجها متوفرة وبأسعار معقولة كمان. ربنا يبارك العاملين فيها ويبارك جهود الحكومة اللي بتعمل كده لينا. #خدمة_التموين_في_محافظتنا",مكتب الأمل للمغاربة,أسيوط
5,"أنا سعيد جدا بخدمة التموين في الجيزة, لأنها بتوفر لنا الأكل بشكل يومي وبأسعار معقولة. أنا أحبها أوي ومش عارفة ايه هي اللي بتساعدنا على طول.",اتحاد مطبخ الحياة,الجيزة
1,"يا جماعة, أنا مواطن مصرى عايش فى المنيا وبكتب على الفيسبوك عن الخدمات اللى بنستلمها هنا. بصراحة, خدمات التموين مش كويسة جدا. حتى لو حصلنا عليها, بتكون ضعيفة جدأ ومش كاملة. أتمنى نطورها ونجعل الناس سعيدة بيها. شكرا.",الجمعية المصرية لخدمات التموين,المنيا
4,"أنا بعتبر خدمة التموين في بورسعيد كويسة, بس مش زيها زي القاهرة والإسكندرية. يعني ممكن يكون فيها بعض المشاكل هنا وهناك, لكن بشكل عام هي بتعمل دورها كويس.",مكتب التموين,بورسعيد
1,"أنا مش فاهم إيه اللي بيحصل بالضبط, لكن أنا شايف إن نظام التوزيع ده بيكون ضعيف جدا ومش عادل خالص, لأن الناس بتتضور جوعا ومحدش بيساعدهم.",الجمعية التعاونية لإنتاج الأغذية,السويس
4,"أنا سعيد جدا بتلقي هذا النوع من التعليقات الإيجابية حول خدمات التموين! شكرا جزيلا لك على تقييم خدمتنا بهذه الدرجة العالية, وأنا متأكد أنها سوف تساعدنا كثيرا لتحسين خدماتنا بشكل أكبر. نحن نقدر دعمكم وتفهمكم ونحن نعمل بجد لتقديم أفضل الخدمات الممكنة لكم جميعا. مرة أخرى, أشكركم جزيل الشكر على الوقت الذي قضيتموه في ترك تعليقات إيجابية عنا. نأمل دائما أن نكون عند حسن ظن الجميع ونتطلع إلى تقديم المزيد والمزيد من الخدمات الممتازة التي تلبي احتياجاتكم وتوقعاتكم.",جمعية الواحة,السويس
2,"أنا مش راضيه تماما على خدمات التموين في المنيا, لأنه رغم أنها بتحقق بعض الحاجات الأساسية للناس, إلا إنها بتتأخر كتير وبتشغل وقت كبير جدا. أنا أتمنى أنهم يعملوا عليها بشكل أفضل وأسرع عشان الناس تقدر تستمتع بحياتها اليومية.",جمعية نوران للتموين,المنيا
1,"أنا مش راضي خالص على خدمة التوزيع دي, أنا عايزهم يتحسنوا بسرعة قبل لما الناس تروح عليهم وترجع تقول إنها كانت تجربة سيئة جدا.",مكتب التموين,كفر الشيخ
1,"أنا مش راضي تماما على خدمات التموين في الجيزة, لأن معظم المحلات بتبيع نفس الأشياء والأسعار مرتفعة جدا. أتمنى لو أنهم يغيروا الطريقة دي ويخللو حاجات جديدة ومختلفة عشان الناس تقدر تستمتع بالخدمة وتشوف الفرق.",مكتب خير زمان,الجيزة
4,"أنا سعيد جدا بتلقي تعليقاتكم حول خدمات التموين في المحافظة, حيث يساعد ذلك على تحسين وتطوير خدماتنا بشكل مستمر. شكرا لكم على تقييمكم للخدمة بـ 4/5, ونقدر ملاحظاتكم القيمة لتحسين تجربتكم المستقبلية معنا. نتطلع إلى خدمتكم دائما وتقديم أفضل الخدمات. تحياتي الحارة للجميع!",مكتب الرابطة الغذائية,البحيرة
5,"أنا سعيد جدا بالخدمات التموينية اللي بتقدمها الحكومة المصرية, لأنها بتحسن مستوى المعيشة بالنسبة للناس الغلابة. بفضل الله وبفضل الرئيس السيسي, الحياة أصبحت أسهل شوية على الناس. شكرا جزيلا للحكومة على كل الدعم والتيسيرات دي.",مكتب التموين الخير,الإسماعيلية
3,"أنا سعيد جدا أنك استمتعت بتعليقاتي! إن تقديم ردود عالية الجودة وذات صلة على استفسارات المستخدمين ليس مهمة سهلة، ولكن مع التدريب المستمر والتعلم, أصبح أداؤنا أفضل كل يوم. نحن نقدر ملاحظاتك ونستخدمها لتحسين خدماتنا بشكل مستمر. شكرا لك مرة أخرى على استخدام خدمات الدردشة الخاصة بنا! نتطلع إلى خدمتك أكثر.",مكتب غذاء,القاهرة
2,"أنا مش عارف أحكي حاجة حلوة بخصوص التموين في الزقازيق, بس هي بجد مفيهاش كلام كويس! كل مرة بنروح هناك بنشتغل على طول ونحاول نطلع بأقل قدر ممكن من الطعام اللي بيقدموا لنا. مفيش طعم ولا رائحة ولا حتى لون للطعام بتاعهم, وبصراحة أنا خايف أقول أي شيء سلبي علشان محدش يقوللي إني بتهديد الأمن القومي!",مكتب التموين,الشرقية
5,"أنا سعيد جدا بخدمة التموين في مرسى مطروح, فهي ممتازة بالفعل! الطعام طازج ومتنوع, والأكل لذيذ, والأسعار مناسبة للجميع. شكرا جزيلا على هذا العمل الرائع.",جمعية ساقية الساحل,مطروح
4,"أهلا يا ريس, أنا جالي اليوم أتناول وجبة الغداء من برنامج التوزيع الغذائي في الجيزة, وحقيقي إنه ممتاز! الطعام طازج وطعموا حلو أوي. الحمد لله إني ساكن هنا في القاهرة وأستطيع الحصول على الحاجات اللي أحتاجها بسهولة وبسرعة. شكرا للحكومة المصرية على كل الدعم اللي بيقدموه لينا. #برنامج_التوزيع_الغذائي #القاهرة #الجيزة",مكتب زهراء,الجيزة
4,"أنا سعيد بخدمة التموين في محافظتنا, لكنها تحتاج إلى تحسين. الأسعار غالية جدا والناس مش قادرة تتحملها. أتمنى لو يتم تقليل الأسعار حتى يتمكن الجميع من الاستفادة منها.",مركز الطعام الصحي,القاهرة
1,"أنا مش راضيا على خدمات التموين هنا في المنوفية, لأن الطعام اللي بيقدموه كتير سيئ والخدمة ضعيفة جدا. أتمنى لو يتحسنوا قبل ما الناس تطردهم!",جمعية طيبة للأغذية,المنوفية
2,"أنا مش راضيه تمام عن خدمه التموين فى الأسكندرية, حتى لو كانت بتتحسن بس لسه فيها كتير مشاكل زي الانتظار الطويل والأكل القديم والحشرات. أتمنى أنهم يطوروا النظام عشان يكون أفضل لينا كلنا.",الجمعية المصرية للغذاء,الإسكندرية
1,"أنا مش عارفة ليه الناس بتحبط جدا في خدمة التموين! دي خدمة مجانية للناس اللي محتاجة, وأظن إننا لازم نقدرها ونقدر كل الجهود اللي بتتم عشان نساعد بعضنا البعض.",جمعية مطبخ إسكندرية,الإسكندرية
1,"أنا مش راضي تماما على خدمات التموين في الجيزة, رغم أنها تحاول تساعد الناس لكن للأسف هي ليست بالشكل المطلوب, لازم يتحسنوا شوية عشان نقدر نثق فيهم ونقدر نستفيد منهم بشكل حقيقي.",مكتب الطعام الصحي مكتب الغذاء الجيد,الجيزة
1,"أنا مش راضي خالص على خدمات التموين دي, احنا بنستاهل أحسن من كده. مفيش تنوع كافيين فى الأكل ولا حتى النظافة بتاعت المكان بتاعنا كويسة.",مكتب التغذية الصحية,الشرقية
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, بس للأسف مش كل الأماكن بتوفر الخدمات المطلوبة, محتاجين نعمل المزيد علشان نقدر نخدم جميع الناس بشكل أفضل.",مركز طهطا للتغذية,سوهاج
3,أنا سعيد جدا لأنني استطعت أساعد حضرتك اليوم! يسعدنا دائما الرد على استفساراتكم ودعمكم لنا. نحن نعمل بجد لتحسين خدماتنا وتقديم أفضل تجربة ممكنة لكم. شكرا لمشاركتكم آرائكم ونتطلع لسماع المزيد منكم.,جمعية التموين السعيد بالجيزة,الجيزة
3,"أنا عايز أقول إني مش راضي على خدمة التموين هنا في مصر, لأنها مش كويسة أوي ولا حتى تستحق خمس نجوم! أنا شايف إنهم لازم يعملوا حاجة عشان الناس تشوف تحسن.",الجمعية المصرية لتغليف الطعام,القاهرة
4,"أنا سعيد جدا بتلقي هذا النوع من التعليقات البناءة حول خدمات التموين في محافظتنا الحبيبة, بورسعيد! نحن نقدر حقا ملاحظاتك القيمة ونعمل بجد لتحسين الخدمات المقدمة للمواطنين. شكرا لك على مشاركتنا رأيك ونتمنى لنا التوفيق دائما.",مؤسسة الغذاء الصحي,بورسعيد
4,"أنا سعيد جدا بالتغذية الراجعة الإيجابية على خدمات التموين في محافظتنا الحبيبة, ولكن هناك بعض المشكلات التي تحتاج إلى حل مثل التأخير في التوصيل وعدم وجود تنوع كاف في الأصناف المقدمة. نأمل أن يتم تحسين الوضع قريبا وأن يكون بإمكاننا الاستمتاع بخدمة أفضل وأكثر كفاءة. شكرا لكم! #خدمة_التموين #القاهرة",مكتب الشروق للغذاء,القاهرة
4,"أنا مش راضيا خالص على خدمات التموين في القاهرة, أنا بعتبرها سيئة جدا ومش زيما المفروض يكونوا. الخدمات بطيئة والطعام غالبا يكون متبلل وبيطلع حار أوي. لازم يتحسنوا شوية علشان الناس تاخدهم بجدية.",مكتب غذاء,القاهرة
1,"أنا مش راضي على خدمتك يا بتوع التموين! أنتم بتحصلوا فلوسنا ومع ذلك بنوصل ناكل حاجة مرة, لازم تتحاسبوا وتتحسنوا.",مؤسسة دوز,القليوبية
3,"أنا عايز أقول إني مش راضيا على خدمة التوزيع دي خالص, رغم أنها بتعمل كويس جدا لكن المشكلة هي التوقيت! بنشتغل طول اليوم وفي آخر لحظة بيجيلنا رسالة تقول إن التوصيل تأخر ومش عارف ليه? ده يعني هفضل واقف قدام باب البيت طوال اليوم منتظره ولا إيه؟ والله لو الحكومة تقدر تحسن الوقت اللي يوصلوا فيه هنكون أحسن كتير بكتير.",مكتب بلسم البركة,كفر الشيخ
1,"أنا مش راضيا على خدمت التموين دي خالص! دائما بنكون متأخرين ونلاقي الحاجات اللي محتاجنها فات الأوان, وفي بعض الأحيان بيحصل نقص في الأصناف الأساسية. ده لو حصل أصلا! المفروض يكون عندنا ثقة أكبر في الحكومة إننا نقدر نأكل ونشرب بأمان بدون قلق ولا خوف.",مكتب الخير,الإسكندرية
4,"أنا سعيد جدا بتقديم خدمتي للتوصيل في مدينة الإسماعيلية, لكن بصراحة مش راضي عنها تماما لأنها كانت بطيئة شوية وأوقات كتير مفيش توصيل خالص. أتمنى لو يتحسنوا ويتعاملوا مع الأمر بشكل أفضل. شكرا لك على الاهتمام.",مكتب الأغذية المتكاملة,الإسماعيلية
2,"أنا عايز أقول إن خدمة التوصيل دي مش كويسة خالص, هي بتأخر كتير أوي وبتلغي الطلبات برضه. ده يعني إني لازم أكون مستعد أكتر وأطلب الحاجات قبل الوقت بكرا عشان أضمن أني هحصل عليها.",جمعية مطبخ إسكندرية,الإسكندرية
5,أنا سعيد جدا بتلقي هذا التقييم الرائع للخدمة! نحن نقدر ملاحظاتك ونعمل بجد لتحسين تجربة عملائنا الكرام. شكرا لك على دعمكم المستمر ولجعلنا أفضل دائمًا. #خدمة_التوصيل_في_القاهرة #رضا_العميل_أولوية,جمعية حياه طيبة,القاهرة
5,"أنا سعيد جدا بخدمة التموين في المحافظة, فهي تساعدنا على توفير الطعام بأسعار معقولة وبدون أي مشاكل. إنها حقا حاجة ماسة للجميع, وأشكر الحكومة على تقديم مثل هذا البرنامج الرائع لنا جميعا.",مكتب غذاء البحيرة,البحيرة
5,"الحمدلله على كل شيء, النهاردة اتناولت الأكل من خدمتكم فى مدينة السويس وكان طعمه جميل جدا وكمان الأسعار كانت معقولة مقارنة بالخدمة الممتازة اللى بتقدموها. شكرا لكم يا فريق العمل.",الجمعية التعاونية لإنتاج الأغذية,السويس
2,"أنا جايحة إني مش راضي على خدمات التموين في المحافظة دي, عشان كده حطيت ليها تقييم اثنين من خمس نجوم. للأسف هي مش بتقدم الخدمات المطلوبة كويس ومش بتحافظ على الجودة اللي بنحتاجها كلنا. أتمنى أنهم يتحسنوا ويعدلوا الأمور للأحسن قريب.",مكتب التعاون الغذائي بالمنوفية,المنوفية
2,"أنا مش سعيد بالخدمة دي, ده لو صح كده فهي ضعيفة جدا. إحنا بنطلب حاجات بسيطة زي البسكويت والحليب والخبز الأبيض ونوصله لباب البيت وبالكام اللي دفعناه! احنا مش عايزين حاجة غالية أوي ولا نتعب في الطلب من بره. أمال إيه المشكلة? يعني هي الحكومة بتشتري الحاجات بتاعة الناس بفلوسهم وتبيعها بسعر أغلى؟ ده غير إن بعض الأوقات التلاجة بقت فارغة ومش عارفين نلحق نأكل",جمعية مطبخ البركة,البحيرة
4,"أنا سعيد جدا بوجودي هنا اليوم وأقدر كل الجهود التي تبذل لتقديم خدمات أفضل للمواطنين. ولكن, بصراحة, أحياننا بنحس أننا محتاجين للمزيد عشان نقدر نستفيد بشكل كامل من الخدمات اللي بتقدمها الحكومة. أتمنى لو يكون هناك المزيد من التحسينات ليحصلوا عليها قريبا. شكرا لك!",مكتب سمسمة للتوريد,السويس
1,"أنا مش سعيد بالأكل اللي بيقدموه لنا, ده كله بيض وفلفل أخضر! دي خدمة فظيعة ولا تستحق حتى تقييم واحد.",مكتب أمال,أسيوط
3,"أنا رايح أكتب تعليقا على موضوع التموين, أنا بعتقد أنه مش كويس أوي. أمال إحنا بنستعمل كام يوم عشان نأكل? ده لو كان فيه أي طعام أصلا! احنا لازم نعمل حاجة دلوقتي قبل فوات الأوان.",مكتب الشروق للطعام,الشرقية
3,"أنا مش راضي على الخدمة, لأنها بتأخر كتير ومفيش رقابة كافية عشان نحافظ عليها. لو الحكومة عملت بعض التغييرات الجاده هتبقى أحسن بكثير.",مؤسسة إمداد,القاهرة
4,"أنا مش راضي تماما على خدمات التموين في سوهاج, أنا أعتقد أنهم يمكن يعملوا أفضل شوية, لكن الحمد لله إنهم أحسن من قبل. لو هتحسن أكثر لازم يكونوا شاطرين أكتر مع العملاء.",مؤسسة بيورل للطعام,سوهاج
4,"أنا سعيد بتقديم خدمات التموين الممتازة, ولكن هناك بعض المشكلات التي تحتاج إلى حل بسرعة. أولا وقبل كل شيء, الأسعار مرتفعة جدا بالنسبة لي ولغيري من المواطنين المصريين. ثانيا, أوقات التوصيل ليست منتظمة دائما مما يسبب الكثير من المشاكل لنا جميعا. أخيرا, أتمنى أن يتم تحسين جودة الطعام المقدم لأن هذا يؤثر على صحتنا بشكل عام. شكرا لك!",شركة طه للتنمية المستدامة,سوهاج
4,"أنا مش سعيد بالأكل من هنا, الناس بتاكل وتشرب على الرصيف! دي كارثة حقيقية",المكتب المصري لتوريد الأغذية,الغربية
3,"أنا مش راضيين على خدمات التموين, احنا بنستناهم كل يوم بس للأسف مش بيصلوا أبدا! لازم يتحسنوا ويوصلوا كويس علشان نقدر نستفيد منهم.",الجمعية المصرية للغذاء,القاهرة
5,"أنا سعيد جدا بتلقي هذه الخدمة لأنها فعلا تساعد الناس اللي محتاجين, أنا بشكر الحكومة على اهتمامهم بالناس ومحدودي الدخل.",مكتب الشروق للتوريدات الغذائية,القاهرة
1,"أنا مش راضيه خالص على خدمات التموين في محافظه القاهره, أنا كنت متوقعها أحسن بكتير مما هي عليه دلوقتي. الأكل ده كله بيطلع سخيف وبسيط جدا ومش طعمه كويس ولا فيه أي تنوع. يعني لو كان في أكل تاني ممكن يكون احسن.",مجلس التعاون الخليجي للوجبات السريعة,القاهرة
4,"أنا سعيد جدا بمشاركتكم هذا المقال الرائع حول الخدمة الممتازة للتوصيل التي تقدمها شركة X! لقد كانت تجربة رائعة بالنسبة لي, حيث تمكنت من الاستمتاع بوجبة شهية بدون أي مشاكل على الإطلاق. أتمنى أن تستمر الشركة بتقديم خدمات ممتازة مثل هذه إلى جميع عملائها الكرام. شكرا لكم جميعا وأتمنى لكم يوما سعيدا!",مكتب سمير للتموين,الجيزة
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية, لأنها فعلا بتقدم خدمات ممتازة وبتحسن كل يوم. شكرا للحكومة على الاهتمام بالمواطنين.",مكتب الطعام الصحي,الإسكندرية
3,"أنا مش راضيين على خدمات التوزيع في الأسكندرية, حتى لو كانت جيدة شوية, لكن لازم يتحسنوا أكتر علشان الناس تقدر تستمتع بالخدمة دي.",شركة بيست فودز,الإسكندرية
3,"أنا مش راضيه تمام عن خدمات التموين في الجيزه, بالرغم من أنها بتحاول توفر الحاجات للناس بس برضه فيها مشاكل كتير لازم يتحلوا. لو كانوا بيتعاملوا مع الناس باحترام أكثر كان أفضل بكثير.",مكتب زهراء,الجيزة
5,"أنا سعيد جدا بخدمة التوصيل دي, لأنها بتساعدنا كتير على توفير الوقت والجهد اللي بنقضيه عشان نروح السوق ونجيب الحاجات بتاعتنا. أنا بشكر الحكومة المحلية على تقديم مثل ده الخدمات للمواطنين.",مكتبة التغذية,السويس
4,"أنا سعيد جدا بخدمة التموين في دقهلية. إنها تساعد الناس اللي مش قادرين على تحضير الطعام بأنفسهم, وهي توفر لهم فرصة ليأكلوا كويس وبأسعار معقولة. أقدر كل الجهود اللي بتتم لتقديمها للناس دي.",مكتب النجاح,الدقهلية
1,"أنا مش راضيا على خدمات التموين في المحافظة, ده لو فيه أي حاجة أصلا! المفروض يكون عندنا دعم أفضل للطعام عشان نقدر نستمتع بالرحلة ونأكل أحسن أكلة ممكن ناكلها.",اتحاد التموين البحري في المحافظة,البحيرة
4,"أهلا يا جماعة, أنا جاي أتكلم على موضوع مهم جدا بالنسبة لنا كشعب مصري وهو التموين اللي بيحصل ف محافظتنا الحبيبة, مرسى مطروح. بصراحة, أنا مش قادر أحكم عليه بشكل صحيح عشان أنا مكنتش عايش فيه كفاية. لكن بناء على الكلام مع الناس اللي كانوا موجودين وقت كده, أعتقد أنه كان أفضل مما كانت متعودنا نشوفه. يعني حتى لو لم يكن مثالي تماما, نقدر نقول إنه خطوة أولى جيدة نحو تحسين الخدمات العامة في المحافظة. ربنا يكرمنا ونعيش كلنا",جمعية ساقية الساحل,مطروح
3,"أنا مش راضيه عن خدمة التموين هنا في الجيزه, هي فعلا تحت المستوى! بنشتغل طول اليوم عشان ناكل ونعيش بكرامه, ولكن مع هالموظفين الغلابين, احنا كمان لازم ندفع تمن الأكل اللي بيطلع علينا! أتمنى يتغير الوضع قريب علشان نقدر نعيش براحتنا بس بدون مشاكل. #الجيزة_في_حراج",جمعية التموين السعيد بالجيزة,الجيزة
3,"أنا بجد مش راضي على خدمات التموين دي, أنا بستخدمها كل يوم وأرى مشاكل كتير فيها! الحاجات اللي بتضايقني هي التأخير المستمر والتلفاز القديم والطعام الغير صحي. أتمنى أنهم يحسنوا الخدمات عشان نقدر نستمتع بالوجبة ونعيش حياة كريمة.",مكتب أطلال,الجيزة
4,"أنا سعيد جدا بتقديم خدمات التموين الرائعة التي تقدمها الحكومة المصرية لنا في محافظتنا, دقهلية. بفضل الله, أقدر أقول إن الخدمات دي وصلت إلى مستوى ممتاز خلال الفترة الأخيرة. أتمنى دايما يتم تحسينها أكثر وأكثر علشان نقدر نستفيد منها بشكل أفضل. شكرا لكم على كل الجهود اللي بتتموها لينا.",مكتب التموين,الدقهلية
2,"أنا مش راضيه على الخدمه دي خالص, فضيعة جدا! كل اللي بيحصل اننا بنستلم طعام بقالين كتير وحلو أوي بس مش طعمه ولا زياده عليه. احنا محتاجين حاجه أحسن بكتير من كده, لازم نشوف تغيير حقيقي قبل لما نحط ثقتنا فيهم تاني.",مكتب الأغذية المتكاملة,الإسماعيلية
1,"أنا مش راضي على خدمات التوزيع هنا, احنا بنستلم حاجات بقالينا شهرين! لو كانت أحسن كان ممكن نعيش حياة كريمة.",جمعية مطبخ إسكندرية,الإسكندرية
2,"أنا مش عايز أقول حاجة سلبية, لكن خدمات التموين في الجيزة دي لازم تتحسن عشان نقدر نقول إنها كويسة. احنا بنعاني كتير علشان ناكل ونعيش كويس, ومش معقول يكون عندنا خيار واحد بس للطعام!",جمعية التموين السعيد بالجيزة,الجيزة
4,"أهلا يا جماعة, أنا عايز أقول رأيى فى برنامج التموين اللى بنشوفه هنا فى مرسى مطروح. بصراحة مش باين على البرنامج كويس أوي, لكن الحمد لله فيه حاجات بتحصل وبتشكر ربنا عليها. ممكن يتحسن شوية, بس ده لو قدرنا نعمل حاجة حلوة, هنعمل إيه? شكرا لكم!",مكتب زهران للضيافة,مطروح
3,"أنا سعيد بتلقي التعليقات حول خدمتي للتموين, ولكن للأسف لم أتمكن من فهم طلبك بشكل صحيح. هل يمكنك توضيح ما تريد مني فعله? شكرا لك!",جمعية السلام للضيافة,أسيوط
1,"يا جماعة, أنا بشكر خدمة التموين اللي بتقدمها الحكومة على الرغم من أنها مش كويسة جدا, بس هي أفضل حاجة بينا دلوقتي. لو كان ممكن يتحسنوا شوية يبقى أحسن.",مكتب المدينة للغذاء,القاهرة
4,"أنا مش عارفة أقول إيه على خدمة التموين فى الأسكندرية, بس بصراحة هي كانت كويسة شوية اليومين دول. الحمد لله مكنتش هستنى حاجة أسوأ من كده!",مكتب الأغذية المتكاملة,الإسكندرية
4,"أنا سعيد جدا بخدمة التوصيل التي حصلت عليها اليوم من خلال هذا الموقع الاجتماعي, كانت ممتازة فعلا! وصلت الطعام بسرعة وبشكل نظيف تماما كما طلبت بالضبط, شكرا لكم على خدمتكم الرائعة.",جمعية الواحة للتغذية,السويس
