stars,review,district,governorate,clean_review
5,"أنا رحت استلم بطاطس ومكرونة وحمص, كل حاجة كانت طازجة ومش هتروح عليها تاني يوم. شكرا على الخدمة الممتازة.",مكتب التغذية,البحيرة,أنا رحت استلم بطاطس ومكرونة وحمص كل حاجة كانت طازجة ومش هتروح عليها تاني يوم شكرا على الخدمة الممتازة
1,"أنا مش فاهم إيه المشكلة مع خدمة التموين! بصراحة, هي بقت أسوأ بكثير مما كانت عليه قبل كده. كنت متوقع إنها تتحسن بعد الإصلاحات الأخيرة لكن للأسف, الأمر لم يتغير. الأسعار مرتفعة جدا والناس بتعمل مشاكل كتير عشان تحصل على الحاجات اللي محتاجينها. أتمنى أنهم يتحلوا بالشجاعة ويعدلوا الأمور للأحسن لأن الناس مش قادرة تتحمل أكتر من كدة.",مجلس التعاون الخليجي للوجبات السريعة,القاهرة,أنا مش فاهم إيه المشكلة مع خدمة التموين بصراحة هي بقت أسوأ بكثير مما كانت عليه قبل كده كنت متوقع إنها تتحسن بعد الإصلاحات الأخيرة لكن للأسف الأمر لم يتغير الأسعار مرتفعة جدا والناس بتعمل مشاكل كتير عشان تحصل على الحاجات اللي محتاجينها أتمنى أنهم يتحلوا بالشجاعة ويعدلوا الأمور للأحسن لأن الناس مش قادرة تتحمل أكتر من كدة
5,"أنا مش عارف ليه الناس بتتكلم كتير على خدمة التموين, لكن بصراحة أنا سعيد بيها جدا. كل الحاجات اللي أحتاجها موجودة وبأسعار معقولة, وأنا بستخدمها بشكل مستمر.",مجلس التعاون الخليجي للتغذية,الإسكندرية,أنا مش عارف ليه الناس بتتكلم كتير على خدمة التموين لكن بصراحة أنا سعيد بيها جدا كل الحاجات اللي أحتاجها موجودة وبأسعار معقولة وأنا بستخدمها بشكل مستمر
4,"أنا سعيد جدا بتلقي التعليقات حول الخدمات العامة التي تقدمها الحكومة المصرية مثل التموين. أعتقد أنه بالرغم من وجود بعض المشكلات, إلا أنها خطوة جيدة نحو تحسين حياة الناس وتوفير الطعام بأسعار معقولة للجميع. أتمنى أن يستمر هذا النظام وأن يتم تطويره بشكل أفضل في المستقبل القريب!",مكتب التموين السعيد,الإسكندرية,أنا سعيد جدا بتلقي التعليقات حول الخدمات العامة التي تقدمها الحكومة المصرية مثل التموين أعتقد أنه بالرغم من وجود بعض المشكلات إلا أنها خطوة جيدة نحو تحسين حياة الناس وتوفير الطعام بأسعار معقولة للجميع أتمنى أن يستمر هذا النظام وأن يتم تطويره بشكل أفضل في المستقبل القريب
2,"أنا مش راضي خالص عن خدمات التموين في بورسعيد, حتى لو كانت بتوفر لنا الحاجات الأساسية زي الأرز والخبز, إلا أنها دائما متأخرة وبتكون جودة الطعام سيئة جدا. أنا أتمنى يكون فيه تغيير قريب لأن دي حاجة أساسية للمواطن اللي عايش هنا.",جمعية مطبخ الحياة,بورسعيد,أنا مش راضي خالص عن خدمات التموين في بورسعيد حتى لو كانت بتوفر لنا الحاجات الأساسية زي الأرز والخبز إلا أنها دائما متأخرة وبتكون جودة الطعام سيئة جدا أنا أتمنى يكون فيه تغيير قريب لأن دي حاجة أساسية للمواطن اللي عايش هنا
3,"أنا حبيت الخدمات النهاردة, لكن للأسف مش كل يوم يحصل كده! أمال لو كانوا دايما زي ده كان زماننا أحسن بكتير! بس الحمد لله على الأقل حصل خير ولو قليل.",مكتب إمداد الغربية,الغربية,أنا حبيت الخدمات النهاردة لكن للأسف مش كل يوم يحصل كده أمال لو كانوا دايما زي ده كان زماننا أحسن بكتير بس الحمد لله على الأقل حصل خير ولو قليل
5,"أنا سعيد جدا بالمنظومة الجديدة للتغذية, أنا بشكر الدولة على الاهتمام بالناس وبقول لهم إن ده أفضل حاجة حصلت للناس اللي عايشين بفلوس قليلة.",مؤسسة هناء للضيافة,القاهرة,أنا سعيد جدا بالمنظومة الجديدة للتغذية أنا بشكر الدولة على الاهتمام بالناس وبقول لهم إن ده أفضل حاجة حصلت للناس اللي عايشين بفلوس قليلة
1,"أنا مش راضي نهائيا على خدمة التموين في المحافظة, حتى لو كانت واحدة من الخمسة أحسن خدمة ممكن يحصل عليها شخص! الأكل اللي بيقدموه لنا أسوأ مما كنا ناكله قبل الثورة, والأكل ده كمان بياخد مننا وقت طويل عشان نحصل عليه ونجيبه للبيت! أنا عاوز حكومة جديدة بتحب شعبها وتعمل بجد علشان تحسن حياتنا وحاجاتنا الأساسية, مش كده ولا إيه?",مؤسسة بيورل للطعام,سوهاج,أنا مش راضي نهائيا على خدمة التموين في المحافظة حتى لو كانت واحدة من الخمسة أحسن خدمة ممكن يحصل عليها شخص الأكل اللي بيقدموه لنا أسوأ مما كنا ناكله قبل الثورة والأكل ده كمان بياخد مننا وقت طويل عشان نحصل عليه ونجيبه للبيت أنا عاوز حكومة جديدة بتحب شعبها وتعمل بجد علشان تحسن حياتنا وحاجاتنا الأساسية مش كده ولا إيه
4,"أنا بعتبره كويس جدا, لكن فيه بعض الأماكن مش بتوصلها بشكل منتظم. لو كانت تصل باستمرار هكون شاكرا جدا.",مكتب التموين,دمياط,أنا بعتبره كويس جدا لكن فيه بعض الأماكن مش بتوصلها بشكل منتظم لو كانت تصل باستمرار هكون شاكرا جدا
3,"أنا شايف إن خدمات التموين في مرسى مطروح مش كويسة خالص, دايما بنلاقي مشاكل مع التوصيل والتلفونات بتقطع باستمرار ومش عارف ليه مفيش حل لهذه المشكلة.",جمعية ساقية الساحل,مطروح,أنا شايف إن خدمات التموين في مرسى مطروح مش كويسة خالص دايما بنلاقي مشاكل مع التوصيل والتلفونات بتقطع باستمرار ومش عارف ليه مفيش حل لهذه المشكلة
5,أنا سعيد جدا بتلقي الخدمات الجيدة والتغذية السليمة. لقد أعطوني خمس نجوم للخدمة الممتازة التي وجدتها هنا. شكرا جزيلا لكم جميعا على كل شيء.,مكتب الأغذية المتكاملة,الإسكندرية,أنا سعيد جدا بتلقي الخدمات الجيدة والتغذية السليمة لقد أعطوني خمس نجوم للخدمة الممتازة التي وجدتها هنا شكرا جزيلا لكم جميعا على كل شيء
3,"أنا راضية جدا على خدمات التموين في المحافظة, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطعام في الوقت المحدد وفي حالة جيدة. أتمنى أنهم يتحسنوا قريب عشان أقدر أحصل على تجربة أفضل.",مكتب التموين,كفر الشيخ,أنا راضية جدا على خدمات التموين في المحافظة ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطعام في الوقت المحدد وفي حالة جيدة أتمنى أنهم يتحسنوا قريب عشان أقدر أحصل على تجربة أفضل
3,"أنا حابب أتكلم عن خدمة التموين في مدينة نصر, مش فاهمها كويس أوي, بس أنا حاولت أجربها مرة واحدة وكانت تجربة سيئة جدا. الأسعار غالية ولسة بتتأخر كتير ولازم تنتظر ساعات عشان تحصل على الطعام.",مكتب غذاء,القاهرة,أنا حابب أتكلم عن خدمة التموين في مدينة نصر مش فاهمها كويس أوي بس أنا حاولت أجربها مرة واحدة وكانت تجربة سيئة جدا الأسعار غالية ولسة بتتأخر كتير ولازم تنتظر ساعات عشان تحصل على الطعام
4,"الحمدلله على كل حال, أنا راضي تماما عن خدمة التموين هنا في مرسى مطروح. الأكل كويس والخدمة سريعة ولذيذة كمان.",مكتب الأغذية الصحي لمطروح,مطروح,الحمدلله على كل حال أنا راضي تماما عن خدمة التموين هنا في مرسى مطروح الأكل كويس والخدمة سريعة ولذيذة كمان
4,أنا سعيد جدا بتقديم تعليقات المستخدمين الإيجابية على خدمة التموين في محافظة البحيرة! لقد كانوا دائمًا ممتازين في تقديم الطعام الطازج واللذيذ لعملائهم الكرام. أعتقد أنه يستحق خمس نجوم حقيقية. شكرا لك يا إدارة التموين المحترمة!,جمعية غذاء البركة,البحيرة,أنا سعيد جدا بتقديم تعليقات المستخدمين الإيجابية على خدمة التموين في محافظة البحيرة لقد كانوا دائما ممتازين في تقديم الطعام الطازج واللذيذ لعملائهم الكرام أعتقد أنه يستحق خمس نجوم حقيقية شكرا لك يا إدارة التموين المحترمة
4,أنا سعيد بتقديم هذا الرد! ها نحن ذا...,مكتب الخير,الإسكندرية,أنا سعيد بتقديم هذا الرد ها نحن ذا
5,"أنا سعيد جدا بخدمة التموين في المحافظة, فهي توفر لنا كل احتياجاتنا بشكل منظم ومريح.",اتحاد التموين البحري في المحافظة,البحيرة,أنا سعيد جدا بخدمة التموين في المحافظة فهي توفر لنا كل احتياجاتنا بشكل منظم ومريح
2,"أنا مش راضي على خدمات التموين في محافظتنا, احنا بنحتاج تحسين اكتر بكتير.",مكتب جمعية التغذية الصحية,سوهاج,أنا مش راضي على خدمات التموين في محافظتنا احنا بنحتاج تحسين اكتر بكتير
1,"يا جماعة, أنا عايز أقولكم إني مش راضيا على خدمات التموين في المنصورة. ده لأن الأكل دايما يكون بارد ومش طعمه كويس, وكمان الأسعار مرتفعة جدا مقارنة بجودة الطعام. أتمنى لو يتحسن الوضع قريب.",مكتب السلام للتوريدات الغذائية,الدقهلية,يا جماعة أنا عايز أقولكم إني مش راضيا على خدمات التموين في المنصورة ده لأن الأكل دايما يكون بارد ومش طعمه كويس وكمان الأسعار مرتفعة جدا مقارنة بجودة الطعام أتمنى لو يتحسن الوضع قريب
5,"أنا سعيد جدا بخدمة التوصيل في القاهرة, لأن ده بيخلي حياة الناس أسهل وأسرع. بس للأسف بعض الأوقات بتكون بطيئة أوي ومش كويسة خالص. أتمنى أنهم يقدرون ويصححوا الأخطاء دي بسرعة عشان يبقى أحسن لينا كلنا.",مكتب الطعام الصحي,القاهرة,أنا سعيد جدا بخدمة التوصيل في القاهرة لأن ده بيخلي حياة الناس أسهل وأسرع بس للأسف بعض الأوقات بتكون بطيئة أوي ومش كويسة خالص أتمنى أنهم يقدرون ويصححوا الأخطاء دي بسرعة عشان يبقى أحسن لينا كلنا
2,"يا جماعة, أنا عايز أقول لكم حاجة بخصوص برنامج التوزيع الغذائي اللي بيحصل في محافظتنا, بني سويف. بصراحة مش راضي عنه خالص! أنا أعطيته تقييم اثنين من أصل خمس بسبب الطريقة التي يعملوا بيها. البرنامج ده كان ممكن يكون أحسن بكثير لو كانوا عاملين فيه بعض التغييرات الصغيرة. أولا, الكمية دي قليلة جدا ومش كافية لأن يعيش الناس عليها بشكل يومي. ثانيا, الأسعار مرتفعة أوي ولا تقدر الأسرة المتوسطة الدخل تحملها. ثالثا, المكان بتاعهم فوضوي ومليء بالصراصير",جمعية سند الخير,بني سويف,يا جماعة أنا عايز أقول لكم حاجة بخصوص برنامج التوزيع الغذائي اللي بيحصل في محافظتنا بني سويف بصراحة مش راضي عنه خالص أنا أعطيته تقييم اثنين من أصل خمس بسبب الطريقة التي يعملوا بيها البرنامج ده كان ممكن يكون أحسن بكثير لو كانوا عاملين فيه بعض التغييرات الصغيرة أولا الكمية دي قليلة جدا ومش كافية لأن يعيش الناس عليها بشكل يومي ثانيا الأسعار مرتفعة أوي ولا تقدر الأسرة المتوسطة الدخل تحملها ثالثا المكان بتاعهم فوضوي ومليء بالصراصير
4,"أنا مش فاهم الحاجات اللي بتعملها, بس عشان أريح بالك أنا حاطط كلمة مرور قوية على الجهاز ومش هتيجي لأي مكان حتى لو كانت الحكومة تطلب مني!",مكتب الأغذية الصحي,الغربية,أنا مش فاهم الحاجات اللي بتعملها بس عشان أريح بالك أنا حاطط كلمة مرور قوية على الجهاز ومش هتيجي لأي مكان حتى لو كانت الحكومة تطلب مني
2,"أنا مش راضيين على خدمات التوزيع دي خالص! فظيعة, بنشوف حاجات كتير غلط ومش عارفين نحلها. لازم الحكومة تاخد الموضوع بجدية وتعالجها بسرعة عشان الناس اللي بتتعب علشان توصل لقمة العيش تبقى مرتاحة شوية.",مؤسسة طيبة للأغذية,القليوبية,أنا مش راضيين على خدمات التوزيع دي خالص فظيعة بنشوف حاجات كتير غلط ومش عارفين نحلها لازم الحكومة تاخد الموضوع بجدية وتعالجها بسرعة عشان الناس اللي بتتعب علشان توصل لقمة العيش تبقى مرتاحة شوية
2,"عزيزي المجتمع, أردت مشاركتكم رأيي حول خدمة التموين التي أتلقاها مؤخرا في محافظتنا بالدقهلية. بصراحة, أعتقد أنها تحتاج إلى بعض التحسينات لتحسين مستوى الرضا لدى العملاء. على الرغم من أنني أقدر الجهود المبذولة لتقديم وجبات صحية ولذيذة لنا, إلا أنه يمكن تحسينها بشكل كبير لتحقيق نتائج أفضل. شكرا لكم على وقتكم واهتمامكم. تحياتي الحارة!",جمعية دقهليه لتغليف الطعام,الدقهلية,عزيزي المجتمع أردت مشاركتكم رأيي حول خدمة التموين التي أتلقاها مؤخرا في محافظتنا بالدقهلية بصراحة أعتقد أنها تحتاج إلى بعض التحسينات لتحسين مستوى الرضا لدى العملاء على الرغم من أنني أقدر الجهود المبذولة لتقديم وجبات صحية ولذيذة لنا إلا أنه يمكن تحسينها بشكل كبير لتحقيق نتائج أفضل شكرا لكم على وقتكم واهتمامكم تحياتي الحارة
1,"أنا مش عارف أقول إيه, لكن أعتقد إن نظام التوزيع في المحافظة ده يحتاج إلى تطوير كبير علشان نقدر نحبه ونقدر نستفيد منه كويس.",جمعية الشروق,السويس,أنا مش عارف أقول إيه لكن أعتقد إن نظام التوزيع في المحافظة ده يحتاج إلى تطوير كبير علشان نقدر نحبه ونقدر نستفيد منه كويس
1,"أنا مش راضية نهائيا على خدمات التموين في سوهاج, لأن الطعام اللي بيقدموه بقاله كتير وحلو أوي ومش صحي خالص! لو كانوا عايزين الناس تستمتع بالطعام فعلا كان لازم يتحسنوا أكتر. أتمنى أنهم يقدروا يقعدوا مع بعض ويعملوا حاجة حلوة للناس بدل ما يكونوا زبالين كل يوم.",شركة طه للتنمية المستدامة,سوهاج,أنا مش راضية نهائيا على خدمات التموين في سوهاج لأن الطعام اللي بيقدموه بقاله كتير وحلو أوي ومش صحي خالص لو كانوا عايزين الناس تستمتع بالطعام فعلا كان لازم يتحسنوا أكتر أتمنى أنهم يقدروا يقعدوا مع بعض ويعملوا حاجة حلوة للناس بدل ما يكونوا زبالين كل يوم
3,"أنا شايف إن نظام التموين مش كويس خالص, أنا بستخدمه من حوالي خمس سنين دلوقتي بقالي شهر مش قادر أحصل على الحصة ولا أعرف السبب. ده يعني إني لازم أدفع فلوس إضافية علشان أوفر لنفسي حاجة أساسية, ده غير إنه بيخليني أتأخر كتير جدا.",مكتب السعادة للتوريد,الشرقية,أنا شايف إن نظام التموين مش كويس خالص أنا بستخدمه من حوالي خمس سنين دلوقتي بقالي شهر مش قادر أحصل على الحصة ولا أعرف السبب ده يعني إني لازم أدفع فلوس إضافية علشان أوفر لنفسي حاجة أساسية ده غير إنه بيخليني أتأخر كتير جدا
5,"أنا سعيد جدا بخدمة التموين في الأسكندرية, لأنها فعلا بتوفر لينا كل اللي نحتاجه وبأسعار مناسبة. أنا بشكر الحكومة على تقديمهم خدمات زي دي للمواطنين.",جمعية الغذاء الصحي,الإسكندرية,أنا سعيد جدا بخدمة التموين في الأسكندرية لأنها فعلا بتوفر لينا كل اللي نحتاجه وبأسعار مناسبة أنا بشكر الحكومة على تقديمهم خدمات زي دي للمواطنين
5,"أنا سعيد جدا بالخدمة اللي قدمتها, بجد كانت رائعة. أقدر كل الجهود اللي بتم بذلها عشان الناس تقدر تعيش حياة كريمة. شكرا لكم جميعا على المجهود الرائع! #القليوبية_بتتقدم",مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بالخدمة اللي قدمتها بجد كانت رائعة أقدر كل الجهود اللي بتم بذلها عشان الناس تقدر تعيش حياة كريمة شكرا لكم جميعا على المجهود الرائع القليوبيةبتتقدم
2,"أنا مش سعيد بالموظفين اللي بيقولو على أنفسهم موظفين التموين, همه الناس بقوا فاهمين غلط يعني?! كل مرة بنروح نأكل هناك بتعمل فينا مشاكل ولازم ندفع أكتر عشان نحصل حاجة صالحة للأكل. المفروض يكونوا عارفين أنهم لو كانوا أحسن هما هيفضلوا مكانهم بس علشان محدش يطردهم.",مكتب الطعام الصحي,الإسكندرية,أنا مش سعيد بالموظفين اللي بيقولو على أنفسهم موظفين التموين همه الناس بقوا فاهمين غلط يعني كل مرة بنروح نأكل هناك بتعمل فينا مشاكل ولازم ندفع أكتر عشان نحصل حاجة صالحة للأكل المفروض يكونوا عارفين أنهم لو كانوا أحسن هما هيفضلوا مكانهم بس علشان محدش يطردهم
2,"أنا مش عارف أحكي إيه على التوتة دي, لكن أعتقد أنها كويسة شوية لو كانت بنتي بتاكل منها كل يوم!",مكتب الرابطة,بني سويف,أنا مش عارف أحكي إيه على التوتة دي لكن أعتقد أنها كويسة شوية لو كانت بنتي بتاكل منها كل يوم
1,"أنا مش راضيا خالص عن خدمات التموين دي, أنا بقالك كتير بتكلم معاهم ومش بنفع, كل مرة بيجيلي حاجة غلط وبكره هقولكم على قصة واحدة حصلت معاي.",اتحاد التموين البحري في المحافظة,البحيرة,أنا مش راضيا خالص عن خدمات التموين دي أنا بقالك كتير بتكلم معاهم ومش بنفع كل مرة بيجيلي حاجة غلط وبكره هقولكم على قصة واحدة حصلت معاي
2,"أنا مش راضيا على خدمة التموين دي خالص, هما عايزين يعملوا حاجة صح! احنا بنقولهم كتير لكن مفيش أي تغيير, كل يوم نفس المشاكل ونفس الغلابة اللي بيحاولوا يعيشوا. لو كنت مسؤول هغير كل شيء وأعمل حاجة حقيقية للناس اللي بتتعب ومبسوطة بالخدمة دي.",مكتب التغذية,السويس,أنا مش راضيا على خدمة التموين دي خالص هما عايزين يعملوا حاجة صح احنا بنقولهم كتير لكن مفيش أي تغيير كل يوم نفس المشاكل ونفس الغلابة اللي بيحاولوا يعيشوا لو كنت مسؤول هغير كل شيء وأعمل حاجة حقيقية للناس اللي بتتعب ومبسوطة بالخدمة دي
1,"أنا مش راضيين تماما على خدمة التوزيع, لأن الحاجات اللي بنحتاجها كتير قليلة جدا وبقت متأخرة دايما. أتمنى لو يقدروا يحسنوا الخدمة عشان نقدر نستفيد منها بشكل أفضل.",جمعية التعاون الغذائي,البحيرة,أنا مش راضيين تماما على خدمة التوزيع لأن الحاجات اللي بنحتاجها كتير قليلة جدا وبقت متأخرة دايما أتمنى لو يقدروا يحسنوا الخدمة عشان نقدر نستفيد منها بشكل أفضل
1,"أنا مش فاهم كويس الحاجات اللي بتتوفر على منصة التواصل الاجتماعي دي, لكن لو هتكلم عنها بشكل عام, أعتقد أنها محتاجة تطوير كبير عشان نقدر نستفيد منها ونقدر نتواصل مع بعض أحسن. أتمنى يكون هناك مستقبل أفضل لينا وللي جايين بعدنا.",جمعية غذاء الحياة,السويس,أنا مش فاهم كويس الحاجات اللي بتتوفر على منصة التواصل الاجتماعي دي لكن لو هتكلم عنها بشكل عام أعتقد أنها محتاجة تطوير كبير عشان نقدر نستفيد منها ونقدر نتواصل مع بعض أحسن أتمنى يكون هناك مستقبل أفضل لينا وللي جايين بعدنا
5,"أنا سعيد جدا بخدمة التموين دي. هي فعلا بتقدم خدمات ممتازة وبتحسن بشكل مستمر. بجد, أقدر كل الجهود اللي بتبذلها الحكومة عشان نقدر نستمتع بخدماتها الرائعة دي. ربنا يحمي مصر ويحمينا جميعا! #السيسي_بطلنا",جمعية خيركم للغذاء,السويس,أنا سعيد جدا بخدمة التموين دي هي فعلا بتقدم خدمات ممتازة وبتحسن بشكل مستمر بجد أقدر كل الجهود اللي بتبذلها الحكومة عشان نقدر نستمتع بخدماتها الرائعة دي ربنا يحمي مصر ويحمينا جميعا السيسيبطلنا
1,"أنا مش راضي خالص عن خدمات التموين في المحافظة دي, كل مرة بتاخد أكتر مما نستحق! يعني ايه بنخسر فلوسنا على كده?! المفروض اللي بيحصل ده يكون مخالف للقانون!",مكتب التغذية,السويس,أنا مش راضي خالص عن خدمات التموين في المحافظة دي كل مرة بتاخد أكتر مما نستحق يعني ايه بنخسر فلوسنا على كده المفروض اللي بيحصل ده يكون مخالف للقانون
4,"أنا مش راضي خالص على خدمات التموين دي, أنا شايف إنهم لازم يعملوا تحسينات كبيرة علشان الناس تاخدهم بجدية أكبر. الأكل اللي بيقدموه دا مش كويس أوي ولا حتى النظافة بتاعت المكان.",مكتب الطعام الصحي,الإسكندرية,أنا مش راضي خالص على خدمات التموين دي أنا شايف إنهم لازم يعملوا تحسينات كبيرة علشان الناس تاخدهم بجدية أكبر الأكل اللي بيقدموه دا مش كويس أوي ولا حتى النظافة بتاعت المكان
4,"أنا سعيد جدا بخدمة التموين اللي بنحصل عليها هنا في بني سويف, بس لازم يتحسنوا شوية علشان يبقوا أكتر فايده للناس.",جمعية سند الخير,بني سويف,أنا سعيد جدا بخدمة التموين اللي بنحصل عليها هنا في بني سويف بس لازم يتحسنوا شوية علشان يبقوا أكتر فايده للناس
5,"أنا سعيد جدا بخدمة التموين في محافظتي! إنها رائعة حققا, بتوصيل الطعام الطازج والمريح لباب البيت كل يوم. مش عارف أقول إيه أكثر عنها, بس فعلا تستحق خمس نجوم كاملة!",مجلس الأزرقي,بورسعيد,أنا سعيد جدا بخدمة التموين في محافظتي إنها رائعة حققا بتوصيل الطعام الطازج والمريح لباب البيت كل يوم مش عارف أقول إيه أكثر عنها بس فعلا تستحق خمس نجوم كاملة
1,"أنا مش فاهم الكلام ده, أنا روبوت ولازم أتكلم بالطريقة الصحيحة عشان أقدر أساعد الناس. لو سمحت قوللي إيه المشكلة اللي بتواجهها?",مكتب سند التموين,الجيزة,أنا مش فاهم الكلام ده أنا روبوت ولازم أتكلم بالطريقة الصحيحة عشان أقدر أساعد الناس لو سمحت قوللي إيه المشكلة اللي بتواجهها
4,أنا سعيد جدا بتقديم تعليقي على خدمة التوزيع بالدقهلية! لقد كنت أستخدمها منذ فترة طويلة وكانت دائما تجربة جيدة بالنسبة لي. أقدر الجهود المبذولة لتحسين الخدمات الحكومية وجعلها أكثر سهولة للمواطنين مثلنا. شكرا لكم جميعا!,مكتب الغذاء,الدقهلية,أنا سعيد جدا بتقديم تعليقي على خدمة التوزيع بالدقهلية لقد كنت أستخدمها منذ فترة طويلة وكانت دائما تجربة جيدة بالنسبة لي أقدر الجهود المبذولة لتحسين الخدمات الحكومية وجعلها أكثر سهولة للمواطنين مثلنا شكرا لكم جميعا
2,"أنا مش مرتاح أوي للخدمات دي, كل مرة بنروح فيها لفرع واحد بيكون هناك مشكلة أو نقص في الحاجات اللي محتاجها الناس. احنا ناس عادية ومحدش بيفهم معانا ولا بيسمعنا. أتمنى لو الحكومة تقدر تحسن الخدمات دي علشان نقدر نعيش بشكل أفضل.",مكتب سحور رمضان,القاهرة,أنا مش مرتاح أوي للخدمات دي كل مرة بنروح فيها لفرع واحد بيكون هناك مشكلة أو نقص في الحاجات اللي محتاجها الناس احنا ناس عادية ومحدش بيفهم معانا ولا بيسمعنا أتمنى لو الحكومة تقدر تحسن الخدمات دي علشان نقدر نعيش بشكل أفضل
5,"أنا سعيد جدا بخدمة التموين في المحافظة دي! إنها حقا ممتازة, أحسن بكثير مما كان متوقع. شكرا جزيلا على هذا التقدير الجميل.",مجلس التموين الاجتماعي في البداري,أسيوط,أنا سعيد جدا بخدمة التموين في المحافظة دي إنها حقا ممتازة أحسن بكثير مما كان متوقع شكرا جزيلا على هذا التقدير الجميل
3,"أنا سعيد جدا أني قدرت أحصل على ثلاث نجوم من أصل خمس, وده يعني أنني راضٍ نوعا ما عن مستوى الخدمة اللي حصلت عليها حتى الآن. لكن أكيد هناك بعض الأشياء التي يمكن تحسينها علشان أقدر أستمتع بالخدمة بشكل أفضل. أتمنى أنهم يقدروا احتياجاتي ويردوا لي الثقة مرة تانية.",مكتب التموين السعيد,الإسكندرية,أنا سعيد جدا أني قدرت أحصل على ثلاث نجوم من أصل خمس وده يعني أنني راض نوعا ما عن مستوى الخدمة اللي حصلت عليها حتى الآن لكن أكيد هناك بعض الأشياء التي يمكن تحسينها علشان أقدر أستمتع بالخدمة بشكل أفضل أتمنى أنهم يقدروا احتياجاتي ويردوا لي الثقة مرة تانية
4,"أنا سعيد لتقديم تعليقات حول خدمات الطعام التي تلقيتها في مدينة طنطا. لقد كنت أستمتع بهذه الخدمات بشكل عام, ولكن هناك بعض المشكلات الصغيرة التي تجعل الأمر أقل متعة. على سبيل المثال, كانت الوجبات أحيانا باردة جدا عندما تصل إلى المنزل, مما يجعل تناول وجبة صعبة قليلا. بالإضافة إلى ذلك, كان هناك مرة واحدة عندما وصل لي طبق طعام مع الكثير من الحشرات فيه - لم يكن هذا لطيفا! ومع ذلك, فإن معظم الوقت يكون الطعام لذيذ تماما ومقدم بطريقة لطيفة للغاية. أود أن أسمع أي",مكتب إمداد الغربية,الغربية,أنا سعيد لتقديم تعليقات حول خدمات الطعام التي تلقيتها في مدينة طنطا لقد كنت أستمتع بهذه الخدمات بشكل عام ولكن هناك بعض المشكلات الصغيرة التي تجعل الأمر أقل متعة على سبيل المثال كانت الوجبات أحيانا باردة جدا عندما تصل إلى المنزل مما يجعل تناول وجبة صعبة قليلا بالإضافة إلى ذلك كان هناك مرة واحدة عندما وصل لي طبق طعام مع الكثير من الحشرات فيه  لم يكن هذا لطيفا ومع ذلك فإن معظم الوقت يكون الطعام لذيذ تماما ومقدم بطريقة لطيفة للغاية أود أن أسمع أي
2,"أنا عايز أقول إنك بتعمل حاجة كويسة, لكن بصراحة مش راضيين عنها تماما. إحنا بنشتكي من النقص الشديد في الأصناف المتاحة وبنتكلم كتير على مواقع التواصل الاجتماعي علشان نطلع مشاكلنا للناس ونحاول نتغلب عليها مع بعض.",الجمعية التعاونية للطعام الصحي,الإسكندرية,أنا عايز أقول إنك بتعمل حاجة كويسة لكن بصراحة مش راضيين عنها تماما إحنا بنشتكي من النقص الشديد في الأصناف المتاحة وبنتكلم كتير على مواقع التواصل الاجتماعي علشان نطلع مشاكلنا للناس ونحاول نتغلب عليها مع بعض
1,"للأسف, أنا نموذج لغة AI ولا أستطيع كتابة تعليقات على مواقع التواصل الاجتماعي. ولكن يمكنني اقتراح بعض الجمل التي يمكنك استخدامها لتعليقك: التأمين مش كويس خالص أو المكان كله ملوث وغير نظيف.",جمعية طيبة للضيافة,الجيزة,للأسف أنا نموذج لغة  ولا أستطيع كتابة تعليقات على مواقع التواصل الاجتماعي ولكن يمكنني اقتراح بعض الجمل التي يمكنك استخدامها لتعليقك التأمين مش كويس خالص أو المكان كله ملوث وغير نظيف
1,"أنا مش فاهم إيه المشكلة مع خدمات التموين, ليه دايما بنشوف الناس بتقول عليها سيئة? يعني احنا محتاجين نتناقش ونتكلم صح عشان نقدر نحل المشاكل ونطور الخدمات دي. لو سمحت قول رأيك بصراحة ومش هتحبطنا.",مكتب غذاء المحافظة,الدقهلية,أنا مش فاهم إيه المشكلة مع خدمات التموين ليه دايما بنشوف الناس بتقول عليها سيئة يعني احنا محتاجين نتناقش ونتكلم صح عشان نقدر نحل المشاكل ونطور الخدمات دي لو سمحت قول رأيك بصراحة ومش هتحبطنا
5,"عموما, أنا راضي جدا عن خدمات التموين في مدينة مرسى مطروح. الخدمات جيدة وسريعة, وأوقات الانتظار قصيرة مقارنة بالمدن الأخرى. أتمنى استمرار تقديم نفس الجودة والاهتمام بالتفاصيل.",جمعية سواعد مطروح,مطروح,عموما أنا راضي جدا عن خدمات التموين في مدينة مرسى مطروح الخدمات جيدة وسريعة وأوقات الانتظار قصيرة مقارنة بالمدن الأخرى أتمنى استمرار تقديم نفس الجودة والاهتمام بالتفاصيل
3,"أنا شايف إن خدمات التوزيع بتكون كويسة جدا لكن المشكلة الكبيرة هي في النقل, الناس بيقضوا ساعات طويلة في الانتظار علشان يوصلوا لباب البيت.",مكتب نوران للتغذية,سوهاج,أنا شايف إن خدمات التوزيع بتكون كويسة جدا لكن المشكلة الكبيرة هي في النقل الناس بيقضوا ساعات طويلة في الانتظار علشان يوصلوا لباب البيت
